Movie_ID,IMDB_Score,RT_Score,MetaC_Score,Ebert_Score,Drama,Comedy,History,Animation,Adventure,Romance,Action,SciFi,Crime,Mystery,Fantasy,Horror,Thriller,Family,Documentary,War,Sport,Music,Biography,Short,Western
267,0.69,0.93,0.78,3.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
173,0.68,0.92,0.8,4.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
179,0.7,0.92,0.78,3.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
144,0.64,0.9,0.74,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0.78,0.94,0.91,4.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0.74,0.92,0.82,2.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0.83,0.76,0.68,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
180,0.63,0.93,0.72,3.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
200,0.74,0.84,0.64,3.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,0.72,0.85,0.74,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0.75,0.91,0.8,3.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101,0.66,0.87,0.75,3.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
244,0.68,0.57,0.6,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,0.75,0.63,0.62,3.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
79,0.68,0.85,0.78,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0.69,0.92,0.8,4.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0.65,0.68,0.53,50.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
167,0.77,0.96,0.9,4.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0.62,0.41,0.39,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
288,0.81,0.9,0.88,4.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,0.65,0.86,0.8,4.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0.66,0.92,0.6,3.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
169,0.74,0.94,0.83,3.5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
232,0.73,0.84,0.49,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
175,0.71,0.8,0.64,3.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
47,0.62,0.54,0.61,3.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73,0.75,0.9,0.89,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43,0.77,0.9,0.83,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0.85,0.99,1.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95,0.66,0.97,0.84,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0.85,0.99,0.97,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
182,0.63,0.83,0.83,4.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
195,0.67,0.89,0.84,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
102,0.65,0.98,0.88,3.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
251,0.73,0.77,0.5,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
67,0.72,0.98,0.84,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0.62,0.88,0.67,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,0.75,0.76,0.69,3.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
89,0.68,0.91,0.86,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0.69,0.69,0.57,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166,0.75,0.97,0.91,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0.67,0.94,0.75,4.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
174,0.73,0.89,0.78,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
132,0.7,0.87,0.68,3.5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
243,0.75,0.59,0.56,4.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
238,0.73,0.82,0.76,2.5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,0.68,0.94,0.89,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,0.8,0.94,0.8,4.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70,0.77,0.97,0.83,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0.64,0.5,0.49,3.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
113,0.67,0.9,0.81,3.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0.71,0.39,0.46,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0.68,0.86,0.74,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
139,0.6,0.86,0.66,3.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
231,0.8,0.91,0.84,4.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,0.66,0.85,0.68,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0.66,0.62,0.5,1.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
52,0.74,0.81,0.79,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.81,0.97,0.9,4.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0.63,0.89,0.86,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0.71,0.9,0.9,4.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0.81,1.0,0.78,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0.77,0.97,0.82,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
211,0.83,0.93,0.76,4.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
94,0.61,0.8,0.7,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0.75,0.95,0.9,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
172,0.73,0.86,0.7,3.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
264,0.62,0.18,0.31,2.5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
130,0.66,0.95,0.74,3.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
142,0.71,0.96,0.79,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0.69,0.69,0.56,2.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
98,0.74,0.9,0.83,3.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
240,0.65,0.26,0.35,2.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
230,0.77,0.97,0.78,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.73,0.93,0.82,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
